kem,kem_wrap_kdf,aes_payload,sign_alg,sign_hash,file,include_io,iterations,aes_encrypt_ms,kem_encaps_ms,hash_ms,sign_ms,serialize_ms,parse_ms,enc_total_ms,verify_hash_ms,verify_ms,kem_decaps_ms,aes_decrypt_ms,dec_total_ms,input_bytes,ciphertext_bytes,enc_aes_key_bytes,tag_bytes,nonce_bytes,verify_ok,enc_throughput_MBps,dec_throughput_MBps
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0399999998753628,0.1537999999072781,0.24099999995996768,0.48880000008466595,0.0,0.0,3.5330000000612927,0.233299999990777,1.580100000182938,0.05529999998543644,0.8768000000145548,3.712799999902927,512000,512016,32,16,16,1,138.20584488862977,131.51294171858606
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0181999998621905,0.15110000003915047,0.23660000010750082,0.49810000018624123,0.0,0.0,3.5797000000457047,0.24140000004990725,1.5731000000869244,0.06010000015521655,0.8561000001918728,3.7581999999929394,512000,512016,32,16,16,1,136.40284101845566,129.92423234551578
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,0.9734000000207743,0.15389999998660642,0.23669999995945545,0.46380000003409805,0.0,0.0,3.3665999999357155,0.23559999999633874,1.5286999998807005,0.05709999982173031,0.8276000000932981,3.6328000001049077,512000,512016,32,16,16,1,145.03690667418869,134.4090646294592
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,0.999300000103176,0.1537999999072781,0.23719999990134966,0.4716999999345717,0.0,0.0,3.4112000000732223,0.23269999996955448,1.5522999999575404,0.056800000038492726,0.8421999998518004,3.624100000024555,512000,512016,32,16,16,1,143.14061033932896,134.73172649670033
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,0.9915999999066116,0.16510000000380387,0.2342999998745654,0.4584000000704691,0.0,0.0,3.376599999910468,0.24310000003424648,1.6310000000885339,0.05970000006527698,0.9218000000146276,3.879400000187161,512000,512016,32,16,16,1,144.60737132409733,125.86514666609347
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.1177999999745225,0.16260000006695918,0.23950000013428507,0.5049000001235981,0.0,0.0,3.6600999999336636,0.22850000004837057,1.5493000000788015,0.060200000007171184,0.8898999999473745,3.820000000132495,512000,512016,32,16,16,1,133.40653261081656,127.82231674949324
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0701999999582767,0.14919999989615462,0.23579999992762168,0.4209000001083041,0.0,0.0,3.49850000020524,0.2303000001120381,1.5533999999206571,0.05400000009103678,0.9166999998342362,3.7396000000171625,512000,512016,32,16,16,1,139.56874373913246,130.57044871049285
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0597000000416301,0.1502000000073167,0.24689999986549083,0.4810999998881016,0.0,0.0,3.560699999979988,0.23820000001251174,1.6516000000592612,0.06570000005012844,0.9130999999342748,3.8918000000194297,512000,512016,32,16,16,1,137.1306905953167,125.46411686046618
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0565000000042346,0.15979999989212956,0.2369999999700667,0.4774999999881402,0.0,0.0,3.5573999998632644,0.22880000005898182,1.534499999934269,0.055400000064764754,0.8500000001276931,3.6663999999291264,512000,512016,32,16,16,1,137.25789903265533,133.17729926070226
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,0.9924000000864908,0.15719999987595656,0.22990000002209854,0.4610000000866421,0.0,0.0,3.3817000000908592,0.22829999988971394,1.693600000180595,0.05859999987478659,0.8982000001651613,3.8402999998652376,512000,512016,32,16,16,1,144.38928644967942,127.14664219387407
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,0.9898999999222724,0.15619999999216816,0.24150000012923556,0.49070000000028813,0.0,0.0,3.5027999999783788,0.23450000003322202,1.5820999999505148,0.05800000008093775,0.9082999999918684,3.7687000001369597,512000,512016,32,16,16,1,139.3974106437747,129.56224957737552
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0695000000850996,0.15359999997599516,0.2389999999650172,0.5069999999705033,0.0,0.0,3.6354999999730353,0.2339000000119995,1.6038999999636872,0.05859999987478659,0.8912000000691478,3.8236000000324566,512000,512016,32,16,16,1,134.3092421960175,127.70196934717418
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.09029999998711,0.15200000007098424,0.24140000004990725,0.5350000001271837,0.0,0.0,3.637499999967986,0.2391000000443455,1.5943000000788743,0.05700000019714935,0.8996999999908439,3.7907999999333697,512000,512016,32,16,16,1,134.23539519018487,128.80691411010406
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0463000000981992,0.14780000014980033,0.2417000000605185,0.506699999959892,0.0,0.0,3.529600000092614,0.23920000012367382,1.5760999999656633,0.05729999998038693,0.9236999999302498,3.8237999999637395,512000,512016,32,16,16,1,138.33897608431207,127.69529002683987
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.103800000009869,0.1640999998926418,0.24639999992359662,0.5587000000559783,0.0,0.0,3.7111000001459615,0.2394999999069114,1.5968999998676736,0.0582000000122207,0.9161000000403874,3.8348999999016087,512000,512016,32,16,16,1,131.5731858426869,127.32567994276975
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0762999997950828,0.15510000002905144,0.2394999999069114,0.48100000003614696,0.0,0.0,3.593500000079075,0.2441999999973632,1.5806999999767868,0.06039999993845413,0.9453000000121392,3.8598999999521766,512000,512016,32,16,16,1,135.87901766780448,126.5010103904375
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.1108000001058826,0.15450000000782893,0.24750000011408702,0.47619999986636685,0.0,0.0,3.6493999998583604,0.2432000001135748,1.6450000000531873,0.05469999996421393,0.904700000091907,3.8672000000588014,512000,512016,32,16,16,1,133.79767907572506,126.26221814040537
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0738000000856118,0.1604999999926804,0.2464000001509703,0.4541999999219115,0.0,0.0,3.5732999999709136,0.24610000014035904,1.7135999999027263,0.06050000001778244,0.9227000000464614,4.060199999912584,512000,512016,32,16,16,1,136.6471468961393,120.26039357926031
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_500KB.txt,False,20,1.0873999999603257,0.15979999989212956,0.24800000005598122,0.4816999999093241,0.0,0.0,3.594500000190237,0.23790000000190048,1.587400000062189,0.0555999999960477,0.8880999998837069,3.779499999836844,512000,512016,32,16,16,1,135.8412157390897,129.19202275990963
