curve,aes_payload,kem_wrap,hash,scrypt_N,scrypt_r,scrypt_p,file,include_io,iterations,aes_encrypt_ms,kem_encaps_ms,hash_ms,sign_ms,serialize_ms,parse_ms,enc_total_ms,verify_hash_ms,verify_ms,kem_decaps_ms,aes_decrypt_ms,dec_total_ms,input_bytes,ciphertext_bytes,enc_aes_key_bytes,tag_bytes,nonce_bytes
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,2.761000000191416,25.178500000038184,0.43430000005173497,0.4595000000335858,2.4658000002091285,18.860600000152772,52.93069999970612,0.4125999998905172,1.4381000000867061,24.750099999891972,1.8197999997937586,29.91599999995742,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7493000000285974,23.94109999977445,0.4237000002831337,0.4506000000219501,2.3430999999618507,21.379199999955745,53.081099999872094,0.4246000003149675,1.4584000000468222,23.764699999901495,1.919100000122853,29.075899999952526,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7502999999123858,25.079900000037014,0.8935000000747095,1.026700000238634,2.3264999999810243,24.161000000276545,58.954500000254484,0.42209999992337544,1.4651999999841792,23.65120000013121,1.8789000000651868,29.285600000093837,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.770200000009936,24.955700000191428,0.43890000006285845,0.47050000011950033,2.7549999999791908,24.38960000017687,57.463600000119186,0.41419999979552813,1.4433000001190521,23.72990000003483,1.832899999953952,28.991099999984726,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.776499999778025,23.904099999981554,0.42519999988144264,0.4975000001650187,2.436999999645195,21.042800000032003,52.812599999924714,0.4102000002603745,1.4552000002368004,23.99199999990742,1.8681000001379289,29.232500000034634,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7843999999058724,24.367200000142475,0.450999999884516,0.46700000029886723,2.4523000001863693,17.62700000017503,49.862600000324164,0.416000000313943,1.7751999998836254,23.992899999939254,1.8436000000292552,29.526899999837042,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.733900000090216,25.042799999937415,0.4681000000346103,0.4733000000669563,2.477799999724084,22.4409000002197,55.34979999993084,0.4079000000274391,1.4615000000048894,23.360499999853346,1.852399999734189,28.742300000430987,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.8302999997104052,24.458599999888975,0.40609999996377155,0.4515999999057385,2.807300000313262,22.399899999982154,55.13120000023264,0.4087000002073182,1.5152999999372696,24.19030000010025,1.7877999998745508,29.395400000339578,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7595999997865874,23.89969999967434,0.4091000000698841,0.48880000031203963,2.394099999946775,21.822299999712413,53.48259999982474,0.4118000001653854,1.4475000002676097,23.537000000033004,1.8903999998656218,28.811300000143092,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7255000002478482,24.018900000100984,0.40399999988949276,0.5343999996512139,2.5241000003006775,22.522899999785295,54.57249999972191,0.4337999998824671,1.615800000308809,31.182499999886204,2.1515999997063773,38.78819999999905,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,2.3896000002423534,39.17830000000322,0.4019000002699613,0.478099999781989,2.4389000000155647,18.128400000023248,65.92060000002675,0.3999999998995918,1.508800000010524,23.771399999986897,1.8476000000191561,29.05910000026779,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7321999998785031,23.74310000004698,0.40769999986878247,0.5263999996714119,2.389700000094308,19.46749999979147,50.96380000031786,0.4773999999088119,1.5293999999812513,23.742399999719055,1.814399999602756,29.277300000103423,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7508000000816537,24.04549999982919,0.4079999998793937,0.4932000001645065,2.4094000000332016,21.8590999998014,53.75610000010056,0.41050000027098577,1.4432999996643048,24.766900000031455,1.8522999998822343,29.96020000000499,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.819599999635102,25.203299999702722,0.43270000014672405,0.46329999986483017,2.4324999999407737,21.699699999771838,54.771900000105234,0.4208000000289758,1.420099999904778,23.711399999683636,1.7987999999604654,28.854900000169437,1048576,1048592,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1MB.txt,True,20,1.7928999996001949,24.057499999798893,0.4297000000406115,0.4722999997284205,2.4355000000468863,18.239600000015344,50.142800000230636,0.4218999997647188,1.5126000002965156,23.636500000066007,2.3234999998749117,29.629000000113592,1048576,1048592,32,16,16
