curve,aes_payload,kem_wrap,hash,scrypt_N,scrypt_r,scrypt_p,file,include_io,iterations,aes_encrypt_ms,kem_encaps_ms,hash_ms,sign_ms,serialize_ms,parse_ms,enc_total_ms,verify_hash_ms,verify_ms,kem_decaps_ms,aes_decrypt_ms,dec_total_ms,input_bytes,ciphertext_bytes,enc_aes_key_bytes,tag_bytes,nonce_bytes
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.015600000097037992,26.935000000094078,0.009900000122797792,0.5115999999816268,0.0,0.0,27.498400000013135,0.002300000005561742,1.5650000000277942,25.730299999850104,0.024599999960628338,27.359200000091732,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.016200000118260505,26.724500000000262,0.011900000117748277,0.4971999999270338,0.0,0.0,27.2760999998809,0.003099999958067201,1.537099999950442,26.24470000000656,0.029900000072302646,27.85160000007636,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01699999984339229,27.117299999872557,0.013399999943430885,0.5376999999953114,0.0,0.0,27.712999999948806,0.002599999788799323,1.604600000064238,26.426799999853756,0.02300000005561742,28.097000000116168,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.0144999999065476,26.969400000098176,0.01059999999597494,0.5049999999755528,0.0,0.0,27.52880000002733,0.0026000000161729986,1.5953999998146173,26.51560000003883,0.02220000010311196,28.17359999994551,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01550000001770968,27.20990000011625,0.01059999999597494,0.5022999998800515,0.0,0.0,27.763600000071165,0.0023999998575163772,1.5610000000378932,28.82950000002893,0.023600000076839933,30.45320000001084,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01529999985905306,27.95760000003611,0.011299999869152089,0.5052000001342094,0.0,0.0,28.514999999970314,0.002499999936844688,1.5444000000570668,26.173499999913474,0.021800000013172394,27.778000000125758,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.021900000092500704,28.23280000006889,0.012700000070253736,0.5628999999771622,0.0,0.0,28.85580000020127,0.0033999999686784577,1.6931999998632818,26.91600000002836,0.0266000001829525,28.676099999984217,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.015899999880275573,28.516799999806608,0.012299999980314169,0.5261999999675027,0.0,0.0,29.098499999918204,0.002300000005561742,1.5075000001161243,26.096900000084133,0.02610000001368462,27.669999999943684,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.015800000028320937,27.22470000003341,0.012100000049031223,0.522499999988213,0.0,0.0,27.806400000145004,0.0027999999474559445,1.606199999969249,26.400700000067445,0.024500000108673703,28.070999999954438,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01550000001770968,27.31180000000677,0.01150000002780871,0.5505000001448934,0.0,0.0,27.91350000006787,0.002900000026784255,1.590200000009645,25.952400000051057,0.02300000005561742,27.603999999882944,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.015999999959603883,27.625499999885506,0.013000000080864993,0.4977999999482563,0.0,0.0,28.178999999909138,0.0021999999262334313,1.5810000002147717,26.930199999924298,0.024200000098062446,28.57399999993504,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.015599999869664316,27.47810000005302,0.015000000075815478,0.6158000001050823,0.0,0.0,28.15299999997478,0.004400000079840538,1.6183000000182801,27.41320000018277,0.023399999918183312,29.0976999999657,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.023499999997511622,27.511099999856015,0.011100000165242818,0.5117000000609551,0.0,0.0,28.082300000050964,0.0029999998787388904,1.5249999999014108,26.90289999986817,0.022499999886349542,28.4887999998773,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01550000001770968,26.55719999984285,0.01990000009755022,0.4687999999077874,0.0,0.0,27.087100000017017,0.002499999936844688,1.926900000171372,26.808600000094884,0.02380000000812288,28.79920000009406,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.01619999989088683,27.981899999986126,0.01150000002780871,0.4883999999947264,0.0,0.0,28.522800000018833,0.0020999998469051206,1.533099999960541,26.76999999994223,0.02320000021427404,28.363300000137315,1024,1040,32,16,16
secp256k1,AES-256-CBC,ECDH+scrypt -> AES-GCM,SHA-1,,,,file_1KB.txt,False,20,0.022299999955066596,27.3471000000427,0.013900000112698763,0.501800000165531,0.0,0.0,27.914199999941047,0.003099999958067201,1.5493999999307562,27.010000000018408,0.0227999998969608,28.624400000126116,1024,1040,32,16,16
