kem,kem_wrap_kdf,aes_payload,sign_alg,sign_hash,file,include_io,iterations,aes_encrypt_ms,kem_encaps_ms,hash_ms,sign_ms,serialize_ms,parse_ms,enc_total_ms,verify_hash_ms,verify_ms,kem_decaps_ms,aes_decrypt_ms,dec_total_ms,input_bytes,ciphertext_bytes,enc_aes_key_bytes,tag_bytes,nonce_bytes,verify_ok,enc_throughput_MBps,dec_throughput_MBps
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.0478999999795633,0.17009999987749325,0.5163000000720785,0.4965999999058113,0.0,0.0,6.347799999957715,0.47509999990325014,1.5550999999049964,0.06789999997636187,2.0011999999951513,5.932900000061636,1048576,1048592,32,16,16,1,157.53489398006576,168.5516357918743
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.0520000000487926,0.16600000003563764,0.4823000001579203,0.475600000072518,0.0,0.0,6.2447999998767045,0.47199999994518294,1.6519000000698725,0.06089999988034833,2.0294000000831147,6.058700000039607,1048576,1048592,32,16,16,1,160.1332308512272,165.05190882424657
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,1.9577999999000895,0.15419999999721767,0.4820999999992637,0.5020999999487685,0.0,0.0,6.295800000089002,0.4790999998931511,1.5734000000975357,0.06359999997584964,1.9637000000329863,5.88900000002468,1048576,1048592,32,16,16,1,158.83604942753314,169.80811682727273
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,1.9234000001233653,0.1615999999557971,0.4725000001144508,0.49130000002151064,0.0,0.0,6.074699999999211,0.4802000000836415,1.5533000000687025,0.059400000054665725,1.9720999998753541,6.104399999912857,1048576,1048592,32,16,16,1,164.61718274155592,163.81626368099657
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,1.9220000001496373,0.1658000001043547,0.4737999997814768,0.5043999999543303,0.0,0.0,6.0309000000415836,0.4718999998658546,1.5866999999616382,0.0612999999702879,2.177999999958047,6.122799999957351,1048576,1048592,32,16,16,1,165.81273110035067,163.32396942689056
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.084200000126657,0.19930000007661874,0.4975000001650187,0.49389999981030996,0.0,0.0,6.3898999999310035,0.4707000000507833,1.604799999995521,0.06090000010772201,2.0196999998916,5.991199999925811,1048576,1048592,32,16,16,1,156.4969717852858,166.911470158296
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.0501000001331704,0.15979999989212956,0.4851999999573309,0.47840000001997396,0.0,0.0,6.254000000126325,0.47170000016194535,1.4937999999347085,0.05970000006527698,1.9681999999647815,5.80309999986639,1048576,1048592,32,16,16,1,159.897665490854,172.32169013510432
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,1.9073000000844331,0.16369999980270222,0.4722999999557942,0.4885000000740547,0.0,0.0,6.790099999989252,0.48149999997804116,1.536700000087876,0.062399999933404615,2.11459999991348,6.03569999998399,1048576,1048592,32,16,16,1,147.2732360350485,165.68086551728095
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.1401999999852706,0.17329999991488876,0.5212999999457679,0.5155999999715277,0.0,0.0,6.548800000018673,0.4711999999926775,1.5269000000444066,0.06449999978030974,1.9638000001123146,5.844699999897784,1048576,1048592,32,16,16,1,152.6997312480376,171.09518025176462
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,1.9563000000744069,0.16860000005181064,0.47319999998762796,0.5023999999593798,0.0,0.0,6.158400000003894,0.4752999998345331,1.5262000001712295,0.0608000000283937,2.013600000054794,6.0802000000421685,1048576,1048592,32,16,16,1,162.37983891909712,164.46827406879126
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.004200000101264,0.16329999994013633,0.47369999992952216,0.4803000001629698,0.0,0.0,6.177200000138328,0.4749999998239218,1.5366000000085478,0.05899999996472616,1.958199999990029,5.829200000107448,1048576,1048592,32,16,16,1,161.8856439774666,171.5501269439318
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_1MB.txt,False,20,2.06320000006599,0.16699999991942605,0.4841999998461688,0.45440000008056813,0.0,0.0,6.153900000072099,0.4917000001114502,1.6444999998839194,0.0656000001981738,2.093099999910919,6.106000000045242,1048576,1048592,32,16,16,1,162.49857813553746,163.77333769940887
