kem,kem_wrap_kdf,aes_payload,sign_alg,sign_hash,file,include_io,iterations,aes_encrypt_ms,kem_encaps_ms,hash_ms,sign_ms,serialize_ms,parse_ms,enc_total_ms,verify_hash_ms,verify_ms,kem_decaps_ms,aes_decrypt_ms,dec_total_ms,input_bytes,ciphertext_bytes,enc_aes_key_bytes,tag_bytes,nonce_bytes,verify_ok,enc_throughput_MBps,dec_throughput_MBps
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.21119999996699335,0.13339999986783369,0.059500000133994035,0.5103000000872271,0.0,0.0,1.3284999999996217,0.06200000007083872,1.6199000001506647,0.05490000012287055,0.17889999980980065,2.2575999998935004,102400,102416,32,16,16,1,73.50865637939617,43.25666637340841
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.20670000003519817,0.12780000020029547,0.05420000002231973,0.47889999996186816,0.0,0.0,1.311600000008184,0.05189999978938431,1.611400000001595,0.05639999994855316,0.17860000002656307,2.2048000000722823,102400,102416,32,16,16,1,74.4558173218898,44.29256621770611
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.2446999999392574,0.12400000014167745,0.052900000127920066,0.452399999858244,0.0,0.0,1.301000000012209,0.05029999988437339,1.6626999999971304,0.05209999994804093,0.3263000000970351,2.3836000000301283,102400,102416,32,16,16,1,75.06245195932634,40.97006628577179
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.21809999998367857,0.13229999990471697,0.05109999983687885,0.4811999999674299,0.0,0.0,1.2907000000268454,0.05339999984244059,1.5674000001126842,0.05549999991671939,0.16660000005686015,2.1335999999791966,102400,102416,32,16,16,1,75.66146277056546,45.770645857214184
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.2188000000842294,0.12719999995169928,0.05209999994804093,0.4971999999270338,0.0,0.0,1.2956000000485801,0.04920000014863035,1.5132000000903645,0.06060000009711075,0.1783000000159518,2.10889999993924,102400,102416,32,16,16,1,75.37530873443829,46.3067238858237
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.2173000000311731,0.12409999999363208,0.05170000008547504,0.4406000000471977,0.0,0.0,1.2431000000105996,0.054600000112259295,1.5793000000030588,0.05639999994855316,0.17019999995682156,2.1538999999393127,102400,102416,32,16,16,1,78.55864371262756,45.33926830528414
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.21019999985583127,0.1217000001361157,0.051900000016757986,0.4845000000841537,0.0,0.0,1.2825000001157605,0.05040000019107538,1.6324000000622618,0.050999999984924216,0.1726000000417116,2.2421000001031643,102400,102416,32,16,16,1,76.14522416466697,43.55570670153276
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.20139999992352386,0.11539999991327932,0.05799999985356408,0.4747999998926389,0.0,0.0,1.2507999999797903,0.05029999988437339,1.6642999999021413,0.055799999927330646,0.17450000018470746,2.240100000108214,102400,102416,32,16,16,1,78.07503198079459,43.59459398923372
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.21319999996194383,0.13059999992037774,0.0525000000379805,0.4369999999198626,0.0,0.0,1.2500000000272848,0.05109999983687885,1.5624999998635758,0.05100000021229789,0.17149999985122122,2.155399999992369,102400,102416,32,16,16,1,78.1249999982947,45.30771550540305
ML-KEM-768 (Kyber768) via pqcrypto,HKDF-SHA256,AES-256-CBC,ECDSA(secp256k1),SHA-256,file_100KB.txt,False,20,0.20509999990281358,0.1183999997920182,0.052699999969263445,0.49910000007002964,0.0,0.0,1.3129000001299573,0.0503999999637017,1.6470000000481377,0.05329999999048596,0.1726000000417116,2.2109999999884167,102400,102416,32,16,16,1,74.38209306903306,44.168362732026964
